artist_name,album_name,album_type,release_date,total_tracks,album_uri,name,duration_ms,explicit,track_number,popularity,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,track_uri
NCT 127,Awaken,album,2019-04-17,12,spotify:album:5ZZi6WiDmPcTkx2Vx7n61Z,cherry bomb - korean ver.,236398,False,10,16,0.804,0.719,0.64,6,-4.82,0,0.284,0.000575,4.69e-06,0.0466,78.006,1,spotify:track:2zndLbObJCnY2Ow6ycH4P6
NCT 127,Awaken,album,2019-04-17,12,spotify:album:5ZZi6WiDmPcTkx2Vx7n61Z,fire truck - korean ver.,177972,False,11,18,0.694,0.725,0.97,1,-3.853,1,0.0589,0.11,1.34e-05,0.364,110.016,4,spotify:track:4pA9GsIBQcoPrhekSesw0M
NCT 127,NCT #127 Regulate - The 1st Album Repackage,album,2018-11-23,14,spotify:album:5iJsCigDROOTMgUpJ6ex2S,welcome to my playground,239133,False,4,54,0.599,0.793,0.505,5,-6.593,1,0.159,0.313,0.0,0.0427,94.074,4,spotify:track:56f5GO8ir5ucrcQ00k4a8t
NCT 127,NCT #127 Regulate - The 1st Album Repackage,album,2018-11-23,14,spotify:album:5iJsCigDROOTMgUpJ6ex2S,simon says,199773,False,9,61,0.569,0.653,0.836,9,-6.018,1,0.238,0.218,0.0,0.0507,151.977,4,spotify:track:1zedfw5iu7XzKJT8CupEIP
NCT 127,NCT #127 Regulate - The 1st Album Repackage,album,2018-11-23,14,spotify:album:5iJsCigDROOTMgUpJ6ex2S,chain - korean version,223600,False,12,38,0.756,0.691,0.921,5,-3.638,0,0.075,0.0505,0.0,0.273,139.948,4,spotify:track:4yzHOucbzNABkX4yb5USVl
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,city 127,199186,False,1,46,0.492,0.758,0.614,10,-5.263,1,0.028,0.159,0.0,0.381,97.982,4,spotify:track:0UEknUD00qJuDjljnI1zw9
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,regular - korean version,217706,False,2,53,0.878,0.733,0.801,9,-5.339,0,0.0765,0.237,0.0,0.287,133.998,4,spotify:track:2lAxhE5s3x7OS9sfhsgT1F
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,replay (pm 01:27),219626,False,3,47,0.3,0.723,0.692,8,-6.684,1,0.059,0.216,4.88e-05,0.13,125.031,4,spotify:track:2nOdZukkmCi4HyAnn4GHuU
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,knock on,205946,False,4,46,0.354,0.411,0.466,8,-7.979,1,0.0386,0.219,1.51e-06,0.148,66.536,4,spotify:track:6KAfUGPFo4ve8yxVan2Mgv
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,no longer,297746,False,5,57,0.234,0.568,0.352,1,-8.076,1,0.029,0.785,0.0,0.123,79.918,4,spotify:track:629NRMzA7LTXSuzwG7R1Ag
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,interlude: regular to irregular,190560,False,6,34,0.0913,0.355,0.286,2,-11.559,0,0.037,0.758,0.149,0.104,101.395,4,spotify:track:1E1TQWUHGkV7bMLBN6fD1t
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,my van,206106,False,7,38,0.395,0.723,0.65,6,-6.719,0,0.182,0.0573,0.000521,0.104,136.946,4,spotify:track:5VRRtp5iD5hIZHx1yRxNhY
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,fly away with me,212880,False,9,48,0.454,0.665,0.726,5,-5.104,0,0.0458,0.143,0.0,0.0789,88.979,4,spotify:track:4Tyc1oTfGTsuq52SapQWL9
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,regular - english version,219106,False,10,62,0.831,0.741,0.747,9,-5.459,0,0.0956,0.263,5.15e-06,0.266,134.039,4,spotify:track:4KqPuyZdcjXuRqXSARnt6r
NCT 127,NCT #127 Regular-Irregular - The 1st Album,album,2018-10-12,11,spotify:album:4oU5Tp952fPL7z2Bax4JmU,run back 2 u - bonus track,219720,False,11,43,0.335,0.685,0.728,1,-6.659,0,0.124,0.0264,0.000415,0.109,139.92,4,spotify:track:3fIJFcqNEqKsfK52y6q1CS
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,cherry bomb,236667,False,1,66,0.799,0.713,0.603,6,-4.896,0,0.287,0.000759,5.51e-06,0.0453,78.027,4,spotify:track:3o8QzWsiiqTUVgBZfHgF58
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,running 2 u,167882,False,2,45,0.276,0.73,0.716,1,-4.513,1,0.0479,0.0132,5.76e-06,0.0711,95.017,4,spotify:track:1wYgRl89rjPFh1uWCyb9rn
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,0 mile,203721,False,3,50,0.849,0.652,0.915,2,-4.126,0,0.0452,0.0111,2.52e-05,0.26,118.012,4,spotify:track:7BR3N1IbXTjEJffLd8aics
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,sun&moon,187720,False,4,51,0.23,0.507,0.605,1,-7.247,1,0.125,0.522,2.54e-06,0.109,98.464,4,spotify:track:4jhUqSKsWZoVOc778NsFU1
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,whiplash,201658,False,5,56,0.76,0.815,0.767,1,-6.119,0,0.182,0.0318,0.0,0.19,99.984,4,spotify:track:2iPxDFeN27VrKgGdZ0AIKw
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,summer 127,217697,False,6,53,0.419,0.741,0.914,6,-3.975,0,0.0403,0.0862,0.0,0.0933,125.003,4,spotify:track:7tQTOyhv9BAjKoMoegHncb
NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,album,2017-06-14,7,spotify:album:7H5FkCA6cTDBX3wtvIbN8s,cherry bomb - performance version,261261,False,7,44,0.779,0.713,0.623,6,-4.927,0,0.199,0.000597,4.57e-06,0.0474,78.007,1,spotify:track:3k4QR6cWUysRm5NKQfCsNz
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,소방차 fire truck,178565,False,1,58,0.626,0.724,0.976,1,-3.279,1,0.0602,0.116,1.3e-05,0.352,110.006,4,spotify:track:5hHlmrSV6d9LFMsDA1lamE
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,once again 여름 방학,189774,False,2,43,0.806,0.598,0.793,4,-3.871,1,0.0729,0.0756,0.0,0.324,94.042,4,spotify:track:1jk8Z2HnpDQunRqnSv1Xb8
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,wake up,176866,False,3,43,0.575,0.702,0.871,10,-5.119,0,0.0704,0.0127,0.00154,0.0544,139.974,4,spotify:track:3EgNPij7HcxJgJ3aNNzYY9
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,another world,211265,False,4,45,0.895,0.723,0.872,11,-3.966,1,0.105,0.0236,0.0,0.18,139.97,4,spotify:track:0TAIY8iBdjQSl51GIASlPo
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,paradise,206576,False,5,53,0.547,0.698,0.607,5,-6.116,1,0.0291,0.652,0.0,0.0651,99.974,4,spotify:track:5oIDaqiY76DAYWjF6NmTtU
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,mad city,198774,False,6,51,0.443,0.819,0.913,7,-3.791,1,0.199,0.368,0.0,0.253,104.958,4,spotify:track:4Kut5Rhbp0nWo63xxPCWud
NCT 127,NCT #127 - The 1st Mini Album,album,2016-07-10,7,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,switch - bonus track,184670,False,7,44,0.421,0.871,0.65,1,-4.829,1,0.0605,0.104,0.0,0.0867,112.046,4,spotify:track:2xL2yWZsd3cvEk4heGkctC
NCT 127,iScreaM Vol.13 : Sticker Remixes,single,2021-12-30,2,spotify:album:0p4f9Nw20DLlu1cWzrToB8,sticker - will not fear remix,204615,False,1,32,0.517,0.561,0.957,2,-2.324,1,0.0724,0.00871,8.55e-05,0.237,156.046,4,spotify:track:1X4hW7NBxflvlNPlJnN6vQ
NCT 127,iScreaM Vol.13 : Sticker Remixes,single,2021-12-30,2,spotify:album:0p4f9Nw20DLlu1cWzrToB8,sticker - lodge boy remix,252307,False,2,23,0.371,0.595,0.908,10,-3.084,1,0.0822,0.00336,2.98e-05,0.353,156.0,4,spotify:track:1AYfUDiIphrlkw8rCKXW9T
NCT 127,Amino Acid (Analog Trip NCT 127 Original Soundtrack),single,2021-12-17,1,spotify:album:4x2Lil36ZYq17nesSCdyRg,amino acid (analog trip nct 127 original soundtrack),213240,False,1,47,0.482,0.726,0.82,7,-4.298,1,0.148,0.0934,0.0,0.329,80.011,4,spotify:track:2nTOxvZN10Jm0BtDJkBcSK
NCT 127,"Freeze (KARTRIDER X LINE FRIENDS [Original Game Soundtrack], Pt. 1)",single,2021-11-03,1,spotify:album:3XrSErc5uByu9CygnAaGgY,"freeze (kartrider x line friends [original game soundtrack], pt. 1)",178353,False,1,46,0.253,0.647,0.73,7,-5.551,0,0.0307,0.00702,0.0,0.117,95.98,4,spotify:track:3qIuTjIdhQq8fEiYCQXcUl
NCT 127,Save,single,2021-06-04,1,spotify:album:7HrXypd91EpZ4QswijHnhQ,save,201960,False,1,52,0.725,0.702,0.688,1,-4.265,1,0.0898,0.00669,2.58e-06,0.578,125.95,4,spotify:track:0nW8KgIzm3Q6DCLHUtEHDh
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:3JaPVxuCzsEEyRWP1K1Ya2,gimme gimme,219732,False,1,36,0.611,0.612,0.846,0,-2.371,1,0.0391,0.107,0.0,0.686,126.041,4,spotify:track:3nhtrKvw3YCR3JUidc7gRm
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:3JaPVxuCzsEEyRWP1K1Ya2,lipstick,213212,False,2,27,0.787,0.699,0.902,0,-3.53,0,0.0589,0.0531,0.0,0.14,139.819,4,spotify:track:6DEvgsHcZRz9RPmezRgUdU
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:3JaPVxuCzsEEyRWP1K1Ya2,first love,180772,False,3,35,0.79,0.602,0.7,1,-3.055,1,0.0905,0.0574,0.0,0.0562,102.824,4,spotify:track:1o4e6pEBnV6uQ6WohtWpgW
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:3JaPVxuCzsEEyRWP1K1Ya2,chica bom bom,200025,False,4,30,0.642,0.756,0.889,6,-3.5,1,0.0513,0.0986,0.0,0.342,109.976,4,spotify:track:0j4s4T7WzU7tdZfG9UAboj
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:3JaPVxuCzsEEyRWP1K1Ya2,kick it,233013,False,5,18,0.506,0.681,0.847,7,-2.462,1,0.0867,0.0306,0.0,0.0808,167.036,4,spotify:track:4iEKaEDYIU425Ogvf31uJa
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:3JaPVxuCzsEEyRWP1K1Ya2,right now,193985,False,6,26,0.587,0.674,0.719,8,-5.733,1,0.049,0.188,0.0,0.203,102.039,4,spotify:track:0F2F8aHxXg9bVoYA1WskOt
NCT 127,LOVEHOLIC,single,2021-02-17,6,spotify:album:0k5S0L54m5ga5YDEXt2WJ6,英雄; kick it,233225,False,5,32,0.462,0.465,0.834,7,-2.419,1,0.177,0.0313,0.0,0.0894,167.008,4,spotify:track:5HjK06wlDrkTvBZX2Ns15S
NCT 127,iScreaM Vol.1 : Kick It Remixes,single,2020-05-08,3,spotify:album:19kdYfU8fFSKwXd5EZwNr5,kick it - valentino khan remix,189700,False,1,35,0.674,0.684,0.976,7,-2.067,1,0.176,0.0138,1.29e-06,0.192,83.511,4,spotify:track:7sJICRUS1spg6HO7v59vZo
NCT 127,iScreaM Vol.1 : Kick It Remixes,single,2020-05-08,3,spotify:album:19kdYfU8fFSKwXd5EZwNr5,kick it - minimonster remix,227437,False,2,22,0.248,0.541,0.914,2,-1.902,1,0.0617,0.000423,0.0,0.18,160.014,4,spotify:track:11hwQ1r64YgjOtyhsgqITx
NCT 127,iScreaM Vol.1 : Kick It Remixes,single,2020-05-08,3,spotify:album:19kdYfU8fFSKwXd5EZwNr5,kick it - hitchhiker remix,190160,False,3,25,0.642,0.699,0.934,1,-2.131,1,0.25,0.0817,9.29e-05,0.661,167.003,4,spotify:track:1byqSrJw0DWBX6QVB7zyGo
NCT 127,Highway to Heaven (English Version),single,2019-07-18,1,spotify:album:4et1GgNRTOx3xpK81Z0iOn,highway to heaven - english version,200573,False,1,55,0.497,0.676,0.74,6,-5.044,1,0.0494,0.00257,1.59e-05,0.0782,112.839,4,spotify:track:3WNuXdBxk8tQ2VI020dqvE
NCT 127,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,single,2019-05-24,6,spotify:album:15DNWLVXy5ES2USQ1PFnF5,outro : we are 127,87320,False,6,33,0.51,0.59,0.563,11,-12.253,0,0.463,0.0749,0.174,0.251,75.128,4,spotify:track:4c1SgHz2mVy8zKPshZYuBj
NCT 127,Touch,single,2018-09-16,1,spotify:album:4aNl71n4PipZUBPRulx2HT,touch - japanese version,189077,False,1,7,0.668,0.603,0.833,8,-4.386,1,0.102,0.0319,0.0,0.322,93.065,4,spotify:track:2p7drPsMKTfaa98prwm1b3
NCT 127,Touch,single,2018-09-16,1,spotify:album:6Yk3jSz8BBIcmo5ODurd18,touch,189077,False,1,33,0.665,0.604,0.837,8,-4.392,1,0.105,0.0334,0.0,0.383,93.015,4,spotify:track:1udFymcgfvzJC0d7mDOidD
NCT 127,Chain,single,2018-05-23,5,spotify:album:63sTGIOG5yT6YpVwKMl21I,dreaming,197400,False,1,37,0.515,0.825,0.736,1,-5.945,1,0.114,0.0397,0.0,0.0956,98.433,4,spotify:track:7nPICAlUpDGYLx8IW1rSBe
NCT 127,Chain,single,2018-05-23,5,spotify:album:63sTGIOG5yT6YpVwKMl21I,chain,222146,False,2,49,0.74,0.6,0.961,10,-1.674,0,0.114,0.117,0.0,0.477,140.056,4,spotify:track:3u34tP62fx4FI4IbqmgiGe
NCT 127,Chain,single,2018-05-23,5,spotify:album:63sTGIOG5yT6YpVwKMl21I,limitless,247613,False,3,41,0.516,0.611,0.763,7,-5.847,1,0.0882,0.00945,0.0,0.0405,157.001,4,spotify:track:0LBtRWOCpPRGw6YD8Pglx9
NCT 127,Chain,single,2018-05-23,5,spotify:album:63sTGIOG5yT6YpVwKMl21I,come back,205306,False,4,34,0.608,0.719,0.85,4,-4.827,0,0.197,0.0207,0.0,0.0981,112.0,4,spotify:track:0a7vVVj1PB6Qo8Q5k4CSkf
NCT 127,Chain,single,2018-05-23,5,spotify:album:63sTGIOG5yT6YpVwKMl21I,100,222573,False,5,36,0.717,0.504,0.848,2,-4.512,0,0.141,0.375,0.0,0.153,89.851,4,spotify:track:4EsLOw2p6hm4dsLoGOEkSg
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,single,2017-01-06,6,spotify:album:4EEfpF1qcPAl1J4Z770A2U,無限的我 무한적아; limitless,247467,False,1,59,0.538,0.614,0.747,5,-5.655,0,0.0743,0.00934,0.0,0.0337,78.216,4,spotify:track:6m96zMB8BrLrpyT7NvApxB
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,single,2017-01-06,6,spotify:album:4EEfpF1qcPAl1J4Z770A2U,good thing,220369,False,2,49,0.766,0.743,0.8,0,-3.611,1,0.0389,0.057,2.11e-05,0.0986,109.965,4,spotify:track:0mwCLKphlE8pzj6HKCWOlU
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,single,2017-01-06,6,spotify:album:4EEfpF1qcPAl1J4Z770A2U,back 2 u (am 01:27),235192,False,3,60,0.375,0.648,0.754,7,-6.266,0,0.0658,0.548,0.0,0.145,105.034,4,spotify:track:37SqctQhMp3MjvGDXKhnJ3
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,single,2017-01-06,6,spotify:album:4EEfpF1qcPAl1J4Z770A2U,롤러코스터 heartbreaker,194854,False,4,48,0.687,0.497,0.893,0,-3.864,1,0.0928,0.162,0.0,0.176,154.809,4,spotify:track:5IhVzUL9qR7MW2ISpB6iYR
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,single,2017-01-06,6,spotify:album:4EEfpF1qcPAl1J4Z770A2U,baby don’t like it 나쁜 짓,158919,False,5,61,0.374,0.699,0.555,5,-5.259,0,0.195,0.131,0.0,0.113,96.711,4,spotify:track:7I2nbddpDYsAe6e4biIxEO
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,single,2017-01-06,6,spotify:album:4EEfpF1qcPAl1J4Z770A2U,angel,249630,False,6,53,0.673,0.785,0.624,11,-6.488,1,0.0778,0.275,0.0,0.335,105.056,4,spotify:track:4kpRzag7QtFfLRUUy9SB9W
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,new axis,131946,False,1,44,0.541,0.941,0.786,10,-2.894,0,0.188,0.0918,0.0,0.143,120.04,4,spotify:track:2VUZziJusn2sBa1iMn9YGn
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,earthquake,208213,False,3,42,0.465,0.558,0.835,2,-2.364,1,0.0623,0.157,0.0,0.23,149.967,4,spotify:track:3RNHlcwIRw9xMS9gcSz65P
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,ok!,229000,False,4,55,0.713,0.757,0.775,10,-3.442,0,0.121,0.0305,0.0,0.0999,140.97,4,spotify:track:5d2mc1dOSOLw25fJ7WH5fl
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,birthday party,198626,False,5,41,0.582,0.826,0.747,0,-3.923,1,0.0538,0.00763,0.0,0.0228,134.941,4,spotify:track:3FCDv2uvzQ7yEwusRn5k7L
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,know now,228693,False,6,40,0.577,0.811,0.782,0,-2.968,1,0.0642,0.269,0.0,0.413,97.993,4,spotify:track:2AOL06oTgW0urXw9MHSWLk
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,dreaming,190480,False,7,46,0.471,0.529,0.81,3,-3.572,0,0.0423,0.323,0.0,0.173,114.416,4,spotify:track:79IikGOqOg2Rnnz0Fo5Qao
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,round&round,203173,False,8,46,0.387,0.629,0.729,2,-3.327,0,0.0424,0.317,0.0,0.126,140.021,4,spotify:track:39Z2mZBU3dRBIMro4669uo
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,miracle,190333,False,9,48,0.815,0.746,0.774,5,-3.39,0,0.0379,0.137,0.0,0.102,98.007,4,spotify:track:6zjJo0D4AsE9ZcogcfA687
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,vroom,225666,False,10,36,0.575,0.758,0.691,0,-4.687,1,0.0453,0.262,0.0,0.127,90.011,4,spotify:track:6oKDzt25zkGZmBhqVnNHYs
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,sweet dream,212280,False,11,43,0.627,0.596,0.82,5,-3.185,1,0.0592,0.432,0.0,0.138,150.063,4,spotify:track:4nTQpS5krRfyaAKHAGicaD
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,good night,238200,False,12,40,0.283,0.392,0.394,1,-8.075,1,0.0335,0.723,0.0,0.156,164.824,4,spotify:track:5nwpVRL7r1lHf09Nitm9d0
NCT U,Universe - The 3rd Album,album,2021-12-14,13,spotify:album:7woFc7Z4JMbLFjvlIoCCQB,beautiful,261186,False,13,49,0.713,0.652,0.916,1,-1.511,1,0.034,0.429,0.0,0.124,127.97,4,spotify:track:6NBbpQfD2MZcCNBOy7iE7Q
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,90's love,213666,False,1,54,0.702,0.743,0.924,1,-1.501,0,0.0642,0.0688,0.0,0.112,107.995,4,spotify:track:64EDGnUytmCV7TfOo67810
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,raise the roof,192213,False,3,39,0.517,0.731,0.827,11,-5.067,1,0.0555,0.0611,0.0,0.143,109.973,4,spotify:track:0nVB0wUKBJiIMKGagDE3NU
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,my everything,221240,False,7,44,0.466,0.605,0.321,7,-7.742,1,0.0288,0.869,0.0,0.101,71.981,3,spotify:track:7IXi8qEDc9oASO5LTx19nT
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,interlude: present to future,81240,False,17,25,0.0615,0.503,0.952,8,-3.982,1,0.127,0.000376,0.0426,0.12,100.05,4,spotify:track:0qoPCrSi4xaZhJptyszCSm
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,work it,175360,False,18,42,0.49,0.789,0.87,7,-2.312,0,0.0458,0.0146,0.000181,0.121,122.992,4,spotify:track:59ROWrMYu3Aze3zc2kRnJH
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,all about you,213586,False,19,35,0.267,0.763,0.538,3,-5.831,1,0.0981,0.444,2.62e-06,0.108,102.116,4,spotify:track:7HBe1V2PjNM4g6KJmdtic5
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,i.o.u,221186,False,20,39,0.398,0.572,0.785,4,-3.968,1,0.0413,0.375,0.0,0.234,125.037,4,spotify:track:0QHrMsLC2i8Cy9FenigFc1
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,outro: dream routine,50346,False,21,26,0.199,0.618,0.951,10,-2.72,0,0.0561,0.00034,0.571,0.0828,99.945,3,spotify:track:5omsNxeHFxNxZsoVJ4Hysx
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,album,2020-10-12,13,spotify:album:6kudlOyCqSQfsBVSdPZEu4,make a wish (birthday song),229400,False,1,56,0.693,0.732,0.795,8,-2.263,1,0.1,0.0632,0.0,0.0569,100.954,4,spotify:track:6FdShjf7nA2cqEnpv1tIia
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,album,2020-10-12,13,spotify:album:6kudlOyCqSQfsBVSdPZEu4,misfit,215853,False,2,46,0.744,0.783,0.984,2,-1.785,1,0.114,0.14,0.0,0.309,105.963,4,spotify:track:4W8cwOcrcDzbWQSWqtKG3g
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,album,2020-10-12,13,spotify:album:6kudlOyCqSQfsBVSdPZEu4,volcano,228693,False,3,38,0.314,0.855,0.711,9,-5.871,1,0.101,0.0589,8.97e-06,0.105,100.037,4,spotify:track:6hDCyfYxpPdsPufg2ap1RH
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,album,2020-10-12,13,spotify:album:6kudlOyCqSQfsBVSdPZEu4,light bulb,239386,False,4,34,0.347,0.596,0.829,4,-4.066,0,0.131,0.0732,0.0,0.137,158.013,4,spotify:track:401ceGHOdH7VhxkhyPRoJP
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,album,2020-10-12,13,spotify:album:6kudlOyCqSQfsBVSdPZEu4,dancing in the rain,215080,False,5,35,0.553,0.734,0.63,1,-5.36,1,0.0976,0.163,0.0,0.227,95.94,4,spotify:track:4O0U5wvdZQduuGr98ZPr3A
